input,candidate,reference
Orlando Bloom and Miranda Kerr still love each other,"Oder siehe: Ja, Sie haben ein paar Tage immer noch ein gutes Geschenk.",Orlando Bloom und Miranda Kerr lieben sich noch immer
"And right at the front, on the stand, a single large flag with the text ""Stadium Ban Section"" blew in the wind.","Und rechts an der Front, eine einzige große Flagge mit dem Text ""Stadium Ban"" in der Winde.","Und ganz vorne auf der Tribüne wehte einsam eine große Fahne mit Aufschrift ""Sektion Stadionverbot""."
"Change indeed happened, in the years since I cast my first ballot.","Änderungen treten in den Jahren, in denen ich meine ersten Wahl zum Ausdruck brachte.","In den Jahren, seit ich erstmals meine Stimme abgegeben habe, hat sich tatsächlich etwas verändert."
A preliminary investigation showed that Yangcheng Evening News Group's New Express had published several untrue reports about listed company Zoomlion in the period of September 2012 to August 2013.,"Eine erste Untersuchung hat gezeigt, dass Yangchengngende Newsgruppe Gruppe mit dem Titel ""Neue Meldungen"" veröffentlicht hat, die einige falsch ausgegebene Berichte über die Firma Zoomlion im September 2012 bis August 2013 veröffentlichte.","Vorläufige Ermittlungen ergaben, dass der Neue Express, der zur Yangcheng Evening News Group gehört, zwischen September 2012 und August 2013 mehrere unzutreffende Berichte über das börsennotierte Unternehmen Zoomlion veröffentlicht hatte."
"US borders: ""Super tunnel"" for drug smuggling discovered","Grenzen: ""Super Tunnelunnel"" für den Drogenhandel","US-Grenze: ""Super-Tunnel"" zum Drogenschmuggel entdeckt"
"""Meat dishes, on the other hand, are exclusive, in the truest sense of the word, as they rule others out,"" assessed Proctor.","""Die Fleischspezialitäten sind ausschließlich im wahrsten Sinne des Wortes, wie sie andere ausschließen"", bewerteten Proctor.","""Fleischgerichte sind dagegen exklusiv, und zwar im wahrsten Sinne des Wortes, denn sie schließen andere aus"", stellt Proctor fest."
"Anyone who waits for less than five minutes has, under certain circumstances, not waited long enough, warned Becker, referring to a ruling of the Hamm Higher Regional Court.","Wer weniger als fünf Minuten wartet, hat unter bestimmten Umständen lange genug gewartet, vorher Becker Becker gewagt, eine Entscheidung über ein Urteil des Berufungshöhepunktes des Hochlandes hätte verweisen können.","Wer sich weniger als fünf Minuten geduldet, wartet unter Umständen nicht lange genug, warnt Becker und verweist auf einen Beschluss des Oberlandesgerichts Hamm."
What are the basic physical laws of the Universe?,Was sind die grundlegenden physikalischen Gesetze des Universums?,Was sind die grundlegenden physikalischen Gesetze des Universums?
The FAA said it has already received plans from some airlines to expand the use of portable electronic devices on planes.,"Die FAA sagte, dass sie bereits Pläne von einigen Fluggesellschaften erhalten hat, um die Verwendung von tragbaren elektronischen Geräten auf Flugzeugen zu erweitern.","Die FAA erklärte, sie habe bereits von einigen Fluggesellschaften Pläne erhalten, die den Einsatz tragbarer elektronischer Geräte in Flugzeugen ausbauen möchten."
Many on Wall Street view the addition of baggage fees as a sign that airlines are charging enough money to cover the cost of air travel after years of losses.,"Viele der Wall Street-Sicht auf die Erstattung der Gepäckaufbewahrung als Zeichen, dass Fluggesellschaften genug Geld ausgeben, um die Kosten für die Flugreise nach Jahren der Verluste abzudecken.","Viele an der Wall Street betrachten die neuen Gepäckgebühren als Zeichen dafür, dass die Fluggesellschaften genug Geld einnehmen, um nach Jahren der Verluste die Kosten von Flugreisen zu decken."
"In accordance with these plans, the jazz and pop courses, among others, are to be relocated from the Stuttgart Music College to the Mannheim Music College.",In Übereinstimmung mit diesen Plänen sollen die Jazz- und Popkurse unter anderem auch nach der Stuttgarter Musik des Stuttgarter Musik College zum Mannheim Music College verlegt werden.,Danach soll unter anderem der Studiengang Jazz und Pop von der Musikhochschule Stuttgart an die Musikhochschule Mannheim verlagert werden.
On Wednesday it slashed the mileage award to 25 percent of the miles of the trip.,Am Mittwoch wurde der Meilenstein auf 25 Prozent der Meilen der Reise zurückgegangen.,Am Mittwoch wurden die Meilen noch einmal auf 25 Prozent der Flugstrecke gekürzt.
"In the case of a visit to the café of the same name at the Opschlag in Kleve County, with a view of the Rhein-Waal University, it doesn't always have to remain a pure déjà vu feeling.","Im Falle eines Besuchs in demselben Namen bei dem gleichnamigen Ego in Kleve County, mit Blick auf die Rhein-Waal University, muss es immer ein reiner Déjà-vu bleiben.",Im Falle des Besuchs des gleichnamigen Cafés am Opschlag in der Kreisstadt Kleve in Sichtweite zur Hochschule Rhein-Waal muss es nicht beim reinen Déjà Vu-Gefühl bleiben.
George Kerevan: Europe break-up gives Scots choice,George Kerevan: Europa zerbrechen gibt Schotten Schotten,George Kerevan: Europäische Entflechtung gibt den Schotten die Wahl
She was spotted three days later by a dog walker trapped in the quarry,"Sie hat drei Tage später drei Tage durch einen Hund geschieden, der in den Steinbruch gefangen ist.",Drei Tage später wurde sie von einem Spaziergänger im Steinbruch in ihrer misslichen Lage entdeckt
"""Finally!', raved Mayor Steinar Bergsland at the inaugural ceremony, televised by broadcaster TV2.","""Schließlich, rückerstattete Stein Stein Steinar Bergsland bei der Eröffnungszeremonie, Fernseh TV2.","""Endlich!"", schwärmte Bürgermeister Steinar Bergsland bei der Startzeremonie im Sender TV2."
"So, still no Words With Friends, the online Scrabble-type game that actor Alec Baldwin was playing on his smartphone in 2011 when he was famously booted off an American Airlines jet for refusing to turn off the device while the plane was parked at the gate.","Das Spiel ist ein einziger Schauspieler, der einen ausgezeichneten Eindruck von der eigenen Fassade enthält.","Also immer noch kein „Words With Friends“, das Scrabble ähnelnde Online-Spiel, das der Schauspieler Alec Baldwin 2011 auf seinem Smartphone spielte, als er öffentlichkeitswirksam einen Jet von American Airlines verlassen musste, weil er sich weigerte, das Gerät abzuschalten, während das Flugzeug am Flugsteig geparkt war."
FAA: Air passengers can now use gadgets on planes (but not make cell phone calls),FAA: Air-Passagiere können nun auch mit Gadgets (aber nicht make cell phone calls) verwenden.,FAA: Fluggäste können jetzt elektronische Geräte in Flugzeugen verwenden (aber keine Handygespräche führen)
He nevertheless praised the Government for responding to his request for urgent assistance which he first raised with the Prime Minister at the beginning of May.,"Er lobte dennoch die Regierung dafür, dass er auf dringende Hilfe reagiert hat, die er zunächst mit dem Premierminister Anfang Mai zum Anfang steht.","Dessen ungeachtet lobte er die Regierung dafür, dass sie auf seine Bitte um dringende Hilfe reagiert habe, die er zuerst gegenüber dem Premierminister Anfang Mai zum Ausdruck gebracht habe."
"Snowden referred to his complex legal situation, Ströbele said on ARD's ""Panorama"" programme.",Snowden nennt sich seine komplexe Rechtslage Ströbele.,"Snowden habe auf seine komplizierte juristische Situation verwiesen, sagte Ströbele dem ARD-Magazin ""Panorama""."
"Israeli warplanes attack target inside Syria, official says",Der chinesische Krieg gegen ein Ziel in Syrien ist offiziell.,"Israelische Kampfflugzeuge greifen Ziel in Syrien an, so offizielle Quellen"
Nowadays there are specialists in renovation to suit the needs of the elderly.,"Heute sind Spezialisten in der Renovierung, um den Bedürfnissen der älteren Menschen gerecht zu werden.",Heute gibt es auch für den altersgerechten Umbau Spezialisten.
They can choose a device with or without GPS.,Sie können ein Gerät mit oder ohne GPS wählen.,Sie können sich für ein Gerät mit oder ohne GPS entscheiden.
"""Once the new policy is safely implemented - and we're going to work closely with the carrier to do that - it will be a win-win,"" Glading said in a statement.","""Die neue Politik ist sicher umgesetzt - und wir werden mit dem Carrier genau zusammenarbeiten, um dies zu tun -, wird ein Siegiger gewinnen, in einer Erklärung.","„Wenn die neue Regelung sicher umgesetzt ist – und wir arbeiten diesbezüglich eng mit der Fluggesellschaft zusammen –, werden beide Seite davon profitieren“, kommentierte Glading."
"The strike announced for the end of November will now go ahead, informed the head of the Union of Professional Football Clubs (UCPF), Jean-Pierre Louvel.","Der für Ende November angekündigte Streik wird nun voraussichtlich weiter vorankommen, der Vorsitzende der Union der Professional Football Clubs (UCP), Jean-Pierre Louvel.","Den für Ende November angekündigten Streik werde man nun auch durchziehen, teilte der Chef Vereinigung der Profiklubs (UCPF), Jean-Pierre Louvel, mit."
Fast food is also permitted.,Auch die Nahrungsmittel ist zugelassen.,Auch Fast Food ist erlaubt.
"As pastoral workers, ministers can be close to people.",Als Arbeiterinnen und Arbeitnehmer können die Minister nahe bei den Menschen sein.,Pastoren könnten als Seelsorger ganz nah bei den Menschen sein.
"In this regard, the Domäne drew attention to their own facilities in the carriage house.",In diesem Zusammenhang hat die Domäne auf ihre eigenen Einrichtungen im Bau des Beförderungsapparates aufmerksam gemacht.,Hier machte die Domäne auf ihr eigenes Angebot in der Remise aufmerksam.
"There are many benefits: The participants will not be unemployed, the companies receive trained skilled workers, which are in continually increasing demand in hotels and restaurants, and the agency will not have to fund unemployment.","Es gibt viele Vorteile: Die Teilnehmer werden nicht arbeitslos, die Unternehmen erhalten qualifizierte Fachkräfte, die sich ständig weiter steigen und die in den Hotels und Restaurants steigen, und die Agentur wird keine Arbeitslosenzahlung erforderlich machen.","Der Nutzen sei vielfältig: Die Teilnehmer würden dadurch nicht arbeitslos, die Firmen bekämen geschulte Fachkräfte, die immer stärker in Hotels und Gaststätten fehlten, und die Agentur müsse nicht Arbeitslosigkeit finanzieren."
"It's now investigating allegations Mr Tripodi knew of Mr Obeid's secret interest in the properties, after evidence given by Mr Tripodi's former deputy chief of staff, Lynne Ashpole, on Thursday.","Nun wird er untersucht, wie Herr Obeid das geheime Interesse an den Eigenschaften des Herrn Obeidens ansehen würde, nachdem Herr Tripis ehemaliger Chefstelle von Personals, Frau Lynne, am Donnerstag.","Jetzt wird wegen der Anschuldigung ermittelt, Tripodi habe von Obeids verdecktem Interesse an den Grundstücken gewusst, nachdem Tripodis frühere stellvertretende Stabschefin Lynne Ashpole am Donnerstag entsprechend ausgesagt hatte."
"Using huge mirrors, the residents of a Norwegian village have brought light to their dreary valley.",Die Bewohner eines norwegischen Dorfes haben durch riesige Spiegel ihren Dänen zu einem Tal gebracht.,Mit riesigen Spiegeln haben die Einwohner eines norwegischen Örtchens Licht in ihr düsteres Tal gebracht.
The opposition also remained adamant.,Die Opposition blieb auch weiterhin bestärkt.,Auch die Gegenseite blieb hart.
A single dose of the vaccine was able to protect mice against nicotine addiction for life.,Eine einzige Dosis des Impfstoffs konnte Mäusen gegen Nikotin-Abhärtung schützen.,Eine einzige Dosis des Impfstoffs konnte Mäuse ein Leben lang vor Nikotinsucht schützen.
Illinois is trying it on a limited basis with trucks.,Der Antrieb bemüht sich auf eine begrenzte Basis mit LKW.,Illinois testet es in eingeschränktem Maße mit Lkws.
During the proceedings the public prosecution also emphasised that they were convinced that Kana was alone at the time of the attack.,"Während der Verfolgung der Staatsanwaltschaft betonte auch, dass sie überzeugt waren, dass Kana zum Zeitpunkt des Angriffs allein seine Überzeugung war.","Auch die Staatsanwaltschaft betonte während des Verfahrens, sie sei überzeugt, dass Kana zum Zeitpunkt der Attacke allein war."
"Yet, there's no consistent body of evidence that hormones in milk or other foods, chemicals in the environment or sexual messages in the media are to blame.","Es gibt jedoch keinen konsequenten Körper, der bei Milch oder anderen Lebensmitteln hormonatändig ist, Chemikalien in den Medien zu schulden.","Doch es liegen keine schlüssigen Beweise dafür vor, dass Hormone in Milch oder anderen Nahrungsmitteln, Chemikalien in der Umwelt oder sexuelle Botschaften in den Medien ursächlich wären."
Cocker spaniel Ruby had run off after she was in a minor road crash,"Cocker spielt das Spiel von Ruby, nachdem sie in einem kleinen Straßencrash abgebrochen war.",Cockerspaniel-Hündin Ruby war nach einem kleineren Verkehrsunfall davongelaufen
Business leaders are sceptical about this.,"Die Unternehmen sind skeptisch, denn das ist ein Problem.",Die Unternehmen sind diesbezüglich skeptisch.
"The cause of the blast was not known, he said.","Der Ursprung des Hundes war nicht bekannt, er sagte.","Die Ursache der Explosion sei nicht bekannt, erklärte er."
"Furthermore, on both event days, from 11.00 a.m. until 5.00 p.m., numerous artisans such as the broom maker, the sewer, the spinner, the weaver and the baker will be letting visitors look over their shoulders.","Außerdem, an beiden Ereignissen, von 11.00 bis 17.00 Uhr, zahlreichen Handwerksbetrieben wie dem Besitzer, der Kanalisier, dem Abwasser, dem Veranstalter und dem Büchlein, den wir Besuchern Besuchern sehen, werden von 11.00 Uhr bis 17.00 Uhr geöffnet.","Des Weiteren lassen sich an beiden Veranstaltungstagen von 11 bis 17 Uhr zahlreiche Handwerker wie der Besenbinder, die Näherin, die Spinnerin, die Weberin und die Bäckerin bei ihrer traditionellen Arbeit über die Schulter schauen."
There are lots of well-publicized theories about the causes of precocious puberty.,Es gibt viele überall publizierte Theorien über die Ursachen der Preistieferung von der Pubertät.,Es gibt viele umfassend publizierte Theorien über die Ursachen frühzeitiger Pubertät.
"There is no need to build an enormous, unwieldy technological infrastructure that will inevitably be expanded to keep records of individuals' everyday comings and goings.","Es ist nicht notwendig, eine rasche und unerwünschte technologische Infrastruktur aufzubauen, die unweigerlich erweiterte Aufzeichnungen von Menschenkollegen und Beschäftigungen erfüllen wird.","Es bestehe keine Notwendigkeit, eine gigantische, sperrige technologische Infrastruktur aufzubauen, die unweigerlich dazu verwendet werden würde, Daten über die täglichen Bewegungen von Einzelpersonen zu erfassen."
I look forward to reviewing the report of the investigation with UK ministers next year and together decide on the next steps.,"Ich freue mich darauf, den Bericht der Untersuchung mit den britischen Ministerpräsidenten im kommenden Jahr zu überprüfen und gemeinsam über die nächsten Schritte zu berichten.","Ich freue mich darauf, den Untersuchungsbericht mit den britischen Ministern im nächsten Jahr zu prüfen und gemeinsam die nächsten Schritte zu beschließen."
We must stay composed and keep it up.,Wir müssen zusammensetzen und sie aufrechterhalten.,Das soll ruhig so weitergehen.
A bloody attack within the 'Rocker' scene is to be re-investigated after more than four years.,"Ein blutiger Angriff auf die ""Rocker"" ist nach mehr als vier Jahren zu investieren.",Eine blutige Attacke im Rockermilieu wird nach über vier Jahre neu aufgerollt.
Clear victories in the first two sets clearly demonstrated the superiority of the Freudenstadt team in all areas.,Die ersten beiden Erfolge zeigen deutlich die Überlegenheit des Freudenstadt Teams in allen Bereichen.,Zwei hohe erste Satzgewinne drückten deutlich die Überlegenheit der Freudenstädter in allen Belangen aus.
"Already, Australia and Nepal allow adults to mark male, female or a ""third gender"" on their official documents.","Bereits seit Jahren erwarten Australien und Nepal, dass es Erwachsene ermöglichen, männliche, weibliche oder ein ""dritteres Geschlecht"" auf ihren offiziellen Dokumenten zu kennzeichnen.","Inzwischen ist es in Australien und Nepal für Erwachsene möglich, auf offiziellen Dokumenten männlich, weiblich oder „drittes Geschlecht“ anzugeben."
"But Anne Tamar-Mattis, executive director for California-based legal group Advocates for Informed Choice, worries that the German law ""invites labeling and stigma.""","Aber Anne Tamar-Mattis, Executive Director für kalifornische juristische Personen, die in Informed gehalten werden, beunruhigt, dass das deutsche Gesetz ""invitimen und Stigma"" einsetzt.","Doch Anne Tamar-Mattis, Geschäftsführerin der in Kalifornien ansässigen Rechtsgruppe Advocates for Informed Choice, sorgt sich, dass das deutsche Gesetz „zum Abstempeln und Stigmatisieren ermutigen“ könne."
Do you not like my food any more?,Sie möchten meine Speisen nicht?,Schmeckt dir mein Essen nicht mehr?
"Andrew Howie, 35, of Tiptree, Essex, was spotted driving his Mercedes Benz on the A120 at Braintree on 27 May.","Andrew Howie, 35, Tiptree, Essex, fuhr seinen Mercedes-Benz auf der A 120 bei Braintree am 27. Mai.","Andrew Howie, 35, aus Tiptree, Essex, wurde am 27. Mai mit seinem Mercedes Benz auf der A120 bei Braintree gestoppt."
"Since Scotland isn't in the Schengen area now, continued non-compliance would be a cheap concession for Brussels to offer up in return for whatever it really wanted out of the Scots.","Da Schottland jetzt nicht in dem Schengen-Raum ist, würde die Nichteinhaltung ein billiges Konzession für Brüssel sein, um wieder in die Rückkehr zu investieren, was sie wirklich aus den Schotten wollte.","Da Schottland derzeit nicht zum Schengen-Raum gehört, wäre die fortgesetzte Nichtbeachtung für Brüssel nur ein kleines Zugeständnis im Gegenzug für das, was man wirklich von den Schotten will."
"""NSA.gov was not accessible for several hours tonight because of an internal error that occurred during a scheduled update,"" the spy agency said in an emailed statement.","""Fast.gov für mehrere Stunden nicht zugänglich, weil ein interner Fehler, der während eines geplanten Update aufgetreten ist, die Spion der Spionagetücher, in einer E-Mail gesagt hat.","„NSA.gov war heute Nacht einige Stunden lang nicht erreichbar, da während eines geplanten Updates ein interner Fehler aufgetreten ist“, erläuterte die Spionageagentur in einer per E-Mail versandten Meldung."
"Only when goalkeeper, Roman Weidenfeller, was the first BVB player to step onto the field, did cheers briefly erupt, as is usually the case.","Erst als Torlettir Weidenfeller, der BVB-Spieler, der zum ersten Mal auf das Feld gespielt wurde, ausbrach, wie es normalerweise der Fall ist.","Nur als Torhüter Roman Weidenfeller wie immer als erster BVB-Spieler den Platz betrat, brandete kurzzeitiger Jubel auf."
"""It really comes down to providing flexibility to airlines and allowing them to do the things that they believe they need to do to be successful,"" said Boeing cabins expert Kent Craver.","""Es ist wirklich an der Zeit, Flexibilität für Fluggesellschaften zu gewähren und ihnen die Dinge zu ermöglichen, die sie glauben, sie müssten erfolgreich sein"", sagt Boeing Cabins Kent Craver.","„Es läuft wirklich darauf hinaus, Fluggesellschaften Flexibilität zu geben, damit sie das tun können, was sie ihrer Ansicht nach müssen, um erfolgreich zu sein“, erläutert der Flugkabinenexperte Kent Craver von Boeing."
A federal appeals court on Thursday blocked a judge's order requiring changes to the New York Police Department's stop-and-frisk program and removed the judge from the case.,"Ein Bundesaufrief für Föderalismus am Donnerstag blockierte einen Richter, der Änderungen an der Station New York-Polizeimperi-frisk-Programm erfordert und den Richter aus dem Fall entfernt hat.","Ein Bundesberufungsgericht in den USA blockierte am Donnerstag die Anordnung einer Richterin, die Änderungen am Stop-and-Frisk-Programm („Anhalten und durchsuchen“) des New Yorker Polizeidepartments gefordert hatte, und entband die Richterin von dem Fall."
"""If you want to avoid food scandals, veganism is a safe way to rule out the majority of scandals from the outset,"" says Proctor.","""Wenn Sie Nahrungsmittelsubstanzen vermeiden wollen, ist Veganerismus ein sicherer Weg, die Mehrheit der Skandale von Anfang an auszuschließen"", sagt Proctor.","""Wenn man Lebensmittelskandale vermeiden will, dann ist Veganismus ein sicherer Weg, den allergrößten Teil von vornherein unmöglich zu machen"", sagt Proctor."
The best moments of the evening is when the singing starts - tracks range from Deep Purple to traditional folk songs.,"Die besten Momente des Abends beginnen, wenn der Singen beginnt - Spiele von Deep Purple zu traditionellem Volkslied.","Die besten Momente hat der Abend, wenn gesungen wird - die Bandbreite reicht von Deep Purple bis zu volkstümlichem Liedgut."
"The cardinals will also be the first to be chosen since Francis formed the Council of Cardinals, a group of eight cardinals from around the world tasked with looking into ways to reform the church.","Die Karten werden auch die ersten sein, die gewählt werden, da Franziskaner des Rates von der Ersten, einer Gruppe von acht Karten aus der ganzen Welt, die mit der Suche nach Reformen der Kirche aufgewertet wurden.","Die Kardinäle werden auch die Ersten sein, die seit der Bildung des von Franziskus gegründeten Rates der Kardinäle berufen werden, eine Gruppe von acht Kardinälen aus der ganzen Welt, die den Auftrag haben, Möglichkeiten zur Reformierung der Kirche zu finden."
"Six years ago, thoughts turned to laying an astro-turf pitch, which was generally viewed as the perfect solution.","Vor sechs Jahren wurde Gedanken zur Entwicklung eines Astro-Todesfalleldié-Paller, der sich im Allgemeinen als die perfekte Lösung ansieht.","Vor sechs Jahren kamen Gedanken zur Anlegung eines Kunstrasensportplatzes auf, was allgemein als die ultimative Lösung angesehen wurde."
They will do anything to make it to the USA.,"Sie werden das alles tun, um es den USA zu vermitteln.","Sie würden alles tun, um in die USA zu gelangen."
"It added that, ""no further inspection activities are currently planned.""","Sie ergänzte, dass ""noegno no further activities"" momentan vorgesehen sind. """,Deshalb „sind derzeit keine weiteren Inspektionsaktivitäten geplant.“
In old age everyone has their quirks and ticks.,In alten Alters hat jeder seine Blüte und Zecken.,Im Alter hat jeder so seine Ticks und Macken
"People are saying ""the gold price looks good, let's pawn grandma's gold chain and get it back next month.","Die Leute sagen: ""Der Goldpreis sieht gut, lass's Bootwalze Goldkette und wir bekommen es im nächsten Monat.","Die Leute sagen sich: „Der Goldpreis sieht gut aus, lasst uns Großmutters Goldkette verpfänden und nächsten Monat zurückholen.“"
"These are the questions currently being asked by those responsible at the European Space Agency, ESA.",Diese Fragen werden derzeit von den Verantwortlichen der Europäischen Weltraumorganisation ESA gestellt.,Diese Fragen stellen sich gerade die Verantwortlichen der europäischen Raumfahrtagentur Esa.
"In these villages, free medical care is truly a cause for celebration, and Bwelle -- with his big smile and boundless energy -- is more than happy to join in the fun.","In diesen Dörfern ist die Freizügigkeit eine wirkliche Ursache für Feierlichkeiten und Bwelle – mit seinem großen Lächeln und gebundenen Energie – ist mehr als glücklich, sich in der Vergnügungszone zu beteiligen.",In diesen Dörfern ist kostenlose medizinische Versorgung wirklich ein Grund zum Feiern und Bwelle – mit seinem breiten Lächeln und seiner grenzenlosen Energie – ist gerne bei der fröhlichen Feier dabei.
An inquiry by the FDP confirmed this.,Eine Untersuchung der FDP bestätigte dies.,Eine Anfrage der FDP habe das bestätigt.
"The theatre producer has thus combined elements from the autobiographically inspired novel ""Der Leibeigene"" (1987) [The Bondsman] featuring prose miniatures from ""Leichnam, seine Familie belauernd"" (2003) [Corpse, stalking his family].","Der Filmproduzent hat dabei Elemente des Autors, die den Roman ""Der Leibeigene"" (1987) [Der Schreibmann] mit Projekten von ""Leichnam, seine Familie Auftritte (2003) [Propheauftrieb] beschreibt.","Der Theatermacher verbindet etwa Elemente aus dem autobiografisch geprägten Roman ""Der Leibeigene"" (1987) mit Prosaminiaturen aus ""Leichnam, seine Familie belauernd"" (2003)."
"In actual fact, here the pair hope to appeal as much to young students as they do to senior citizens and all age brackets.","In der Tat, hier hofft die Paar Hoffnung auf junge Studenten, die sie für Senioren und alle Altersklassen leisten.",Vielmehr möchte die beiden hier junge Studenten genauso ansprechen wie Senioren und alle Altersklassen dazwischen.
For vegans there is also the option of taking the co-enzyme in the form of tablets.,"Für Vegane gibt es auch die Möglichkeit, die Zusammenführung in Form von Tabletten zu übernehmen.","Für Veganer gebe es zudem die Möglichkeit, das Coenzym in Form von Tabletten zu sich zu nehmen."
"The FAA began restricting passengers' use of electronic devices in 1966 in response to reports of interference with navigation and communications equipment when passengers began carrying FM radios, the high-tech gadgets of their day.","Die FAA begann mit der Beschränkung der Passagiereinheiten im Jahr 1966 als Reaktion auf die Berichte über die Navigation und die Kommunikation mit der Navigation und der Kommunikationstechnik, während die Fahrzeuge Radios, die hoch-tech-Technologien ihres Tages begannen, einschränkten.","Die FAA begann 1966, die Nutzung elektronischer Geräte durch Flugreisende einzuschränken, nachdem Berichte über Störungen von Navigations- und Kommunikationsgeräten durch von Passagieren mitgeführte UKW-Radios bekannt geworden waren, die damals den neuesten Techniktrend darstellten."
"The tunnel, which zigzags the length of nearly six football pitches, links warehouses near Tijuana, Mexico and San Diego, USA.","Der Tunnel, der die Länge von fast sechs Fußballplätzen längs der Länge macht, verbindet Länge der Nähe zu Tijuana, Mexiko und San Diego, USA.","Der Tunnel, der im Zickzackmuster über eine Länge von knapp sechs Fußballfeldern verläuft, verbindet Lagerhallen in der Nähe von Tijuana, Mexiko, und San Diego, USA."
A British entrepreneur has created the world's first glow-in-the-dark ice cream - using jellyfish.,Ein britischer Unternehmer hat die erste Glut-in-the-Eis-Creme mit Gelee geschaffen.,Ein britischer Unternehmer hat das erste im Dunkeln leuchtende Eis entwickelt – mithilfe von Quallen.
"In Nogales, Arizona, smugglers tap into vast underground drainage canals.","In Nogales, Arizona, töteten die Schmahlhünder in riesige Utons.","In Nogales, Arizona, setzen Schmuggler auf ein ausgedehntes unterirdisches Netzwerk von Entwässungskanälen."
"After learning the truth, he changed back to a man, taking testosterone shots and having his breasts removed.","Nach dem Lernen die Wahrheit, veränderte er sich zu einem Mann, nachdem Test-Aufnahmen und seine Brüste entfernt wurden.","Nachdem er die Wahrheit erfahren hatte, wechselte er wieder zur männlichen Identität, erhielt Testosteron-Injektionen und ließ sich seine Brüste entfernen."
They assume that bad things are going to happen and prevent the criminal thought turning into action.,"Sie gehen davon aus, dass schlechte Dinge geschehen werden und dass der kriminellen Denkprozess in Taten verhindert wird.","Sie nehmen an, dass Schlimmes geschieht, und verhindern, dass der kriminelle Gedanke in die Tat umgesetzt wird."
The girl suffered minor injury to her left calf.,Das Mädchen leidet unter einer Verletzung ihres linken Kalb.,Das Mädchen sei leicht an der linken Wade verletzt worden.
"With the group's generator lighting the operating room and sanitizing equipment, Bwelle and his volunteers work into the early hours of Sunday morning.","Mit dem Beleuchtungsprogramm der Gruppe wird das Betriebszentrum und die Sanitär-Ausrüstung, Bwelle und seine Freiwilligen in den frühen Morgenstunden geleert.",Die Beleuchtung für den OP und die Desinfektionsausstattung wird vom Generator der Gruppe gespeist und so arbeiten Bwelle und seine Freiwilligen bis in die frühen Morgenstunden am Sonntag.
"The basis for the plans is the need for protection against expected floods, which statistically occurs every 100 years, according to the German Weather Service.","Die Pläne für die Pläne sind die Notwendigkeit, vor erwartete Überschwemmungen zu schützen, die sich jedes 100 Jahre ergeben, nach dem deutschen Wetterservice jährlich.",Zugrunde gelegt ist der Planung der Schutz vor einem laut Deutschen Wetterdienst statistisch alle 100 Jahre zu erwartenden Hochwasser.
The appeals court heard arguments Tuesday on the requested stay.,Das Appell richtete am Dienstag einige Dienstagessweise an.,Das Berufungsgericht hörte am Dienstag die Argumente zur geforderten Aussetzung.
"As Andrea Rothmund explained, the administrative budget came in at more than EUR one million higher than originally planned, at around 7.6 million Euro.","Wie Andrea Rothmund erklärte, kam der Verwaltungshaushalt in Höhe von über einer Million höher als ursprünglich geplant, um 7,6 Millionen Euro.","Wie Andrea Rothmund erläuterte, sei der Verwaltungshaushalt mit rund 7,6 Millionen Euro über eine Millionen Euro höher ausgefallen als geplant."
It is attractive to be able to determine your own daily working routine.,"Es ist attraktiv, Ihre eigene tägliche Arbeitsroutine zu bestimmen.","Es ist attraktiv, den Arbeits- und Tagesablauf selbst bestimmen zu können."
It tastes pretty good though.,Das Hotel ist sehr gut und es ist sehr schön.,Aber dafür schmeckt es lecker.
"However, 2014 is also a year of many anniversaries in other respects.",Aber 2014 ist auch ein Jahr der Jahresweigerungen in anderen Hinsicht.,2014 ist aber auch sonst ein Jahr mit vielen Jubiläen.
"The awards for participation in the performances and choir rehearsals by means of the presentation of ""activity posies"", this year went to Choir Director Dieter Schulze, with 44 attendance marks, followed by Honorary Chairman Horst Pier-Ribbert, the Chairman himself, and last year's ""Singer of the Year"" Friedrich Winkler, each having attended 42 times.","Die Preisverleihung für die Teilnahme an Performances und Chorproben durch die Präsentation der ""aktischen posies"", dieses Jahr ging an Chorleiter Dieter Schulzeichen, 44 Besuchen, gefolgt von Ehrenvorsitzenden, dem Vorsitzenden des Ehrenvater-Herstellers PierRibbert, dem Vorsitzenden des Jahres und dem ""Singer Jahr der Jahre"", das Jahr 2009 und das Jahr der Schwäger Friedrich, die jederzeit besucht hatte.","Die Auszeichnungen für die Teilnahme an den Auftritten und Chorproben mittels Aktivitätssträußchen gingen in diesem Jahr an den Chorleiter Dieter Schulze mit 44 Teilnahmen, gefolgt vom Ehrenvorsitzenden Horst Pier-Ribbert, dem Vorsitzenden selbst, und dem letztjährigen ""Sänger des Jahres"" Friedrich Winkler mit jeweils 42 Teilnahmen."
In so doing they wanted to point out the danger of even bigger ruins on the Schweizer Wiese - should the huge project one day fail.,"Damit wollten sie die Gefahr aufzeigen, noch größere Ruinen auf dem Schweizer Wiese zu verweisen - das große Projekt sollte eines Tages scheitern.",Damit wollte sie auf die Gefahr von noch größeren Ruinen auf der Schweizer Wiese hinweisen - sollte das Riesenprojekt eines Tages scheitern.
There is not a lot you can criticise.,"Es gibt keine Menge, die Sie kritisieren können.",Es gibt nicht viel auszusetzen.
