input,candidate,reference
"""Our current policy is that electronic devices cannot be used during take-off and landing and we have no immediate plans to change that,"" it said.","""Unsere gegenwärtige Politik ist, dass elektronische Geräte nicht während der Auf- und Landungsphase eingesetzt werden können, und wir haben keine sofortigen Pläne, dass sie zu ändern"", sagte er.","„Unsere derzeitigen Richtlinien sehen vor, dass elektronische Geräte beim Start und der Landung nicht verwendet werden dürfen, und wir haben zurzeit keine Pläne, das zu ändern“, erklärte das Unternehmen."
"Regulatory authority over phone calls belongs to the Federal Communications Commission, not the FAA.","Die Regulierungsbehörde über Telefongespräche gehört der Federal Communications Commission, nicht der FAA.","Die Regulierungskompetenz für Telefongespräche liegt bei der Federal Communications Commission (FCC), nicht bei der FAA."
"However, it soon became evident that, due in part to their age, they could not really keep up with the fast pace of the Freudenstadt team.","Allerdings hat sich schon bald gezeigt, dass sie aufgrund ihres Alters nicht wirklich mit dem schnellen Tempo des Team von Freudenstadt Schritt halten konnten.","Bald zeigte sich aber, dass sie, auch altersbedingt, mit den schnellen Aktionen der Freudenstädter nicht ganz mithalten konnten."
"Earlier an NSA spokesperson told ABC News the agency's internal, sensitive network was ""not at all"" compromised.","Früher erzählte ein NSA-Spitzenlehrer ABC News die Agentur, das sensible, sensible Netzwerk wurde ""weg nicht kompromittiert"".","Zuvor hatte ein Sprecher der NSA gegenüber ABC News erklärt, das sensible interne Netzwerk der Behörde sei „in keiner Weise“ kompromittiert."
That's about 9 billion individual kernels of corn.,Das ist etwa 9 Milliarden Individuen Körper Mais.,Das sind etwa neun Milliarden Maiskörner.
"Police and women's associations in South Africa, however, estimate the number of unreported cases of sexual assault to be 10-25 times as high.",Die Polizei und die Frauenverbände in Südafrika schätzen jedoch die Anzahl der ungemeldeten Fälle sexuellen Angriff auf 10-25 Mal so hoch.,Polizei und Frauenverbände in Südafrika schätzen die Dunkelziffer bei sexueller Gewalt aber auf das 10- bis 25-fache.
A glance into the internal workings at Opschlag 8 gives the onlooker a positive feeling right from the outset.,Ein Blick in die interne Arbeit am ZEpschlag 8 gibt dem Zuschauer ein positives Gefühl von Anfang an.,Ein Blick ins Innenleben am Opschlag 8 gibt dem Betrachter auf Anhieb ein gutes Gefühl.
It devises its own conditions.,Sie entwickelt seine eigenen Bedingungen.,Es erfindet seine eigenen Voraussetzungen.
Frontier's move to charge the carry-on fee if passengers don't buy direct from the airline is its latest effort to steer customers toward its own website.,"Frontier's Bewegung zu verrechnen, die Gebühr, wenn die Passagiere nicht direkt von der Fluggesellschaft kaufen, ist ihre neueste Anstrengung, die Kunden auf ihre eigene Webseite zu lenken.","Frontiers Schritt, Gebühren für das Handgepäck zu erheben, wenn Passagiere nicht direkt bei der Fluggesellschaft kaufen, ist die jüngste Initiative, mit der Kunden auf die eigene Website gelenkt werden sollen."
"Alfred Abel, who currently manages the site, arranged the 'face-lift' in cooperation with his colleague, Reinhard Domke, from the citizen's initiative.","Alfred Abel, der derzeit den Ort verwaltet, hat den ""Schirmlift"" in Zusammenarbeit mit seinem Kollegen Reinhard Domke aus der Bürgerinitiative angeordnet.","Alfred Abel, der das Grundstück derzeit verwaltet, hatte die Verschönerungsaktion mit seinem Kollegen Reinhard Domke von der BI abgesprochen."
"It is unclear how much capacity Renamo has, but it has carried out disruptive hit-and-run attacks on police stations and vehicles on a key north-south highway.","Es ist unklar, wie viel die Kapazitäten von Renamo hat, aber sie hat zerstörten Angriffe auf Polizeistationen und Fahrzeuge auf eine wichtige Nord-Süd-Autobahn durchgeführt.","Es ist unklar, über welche Kapazitäten Renamo verfügt, doch sie hat Unruhe stiftende Angriffe auf Polizeistationen und Fahrzeuge auf einer wichtigen Nord-Süd-Verbindungen unternommen."
"He said: ""If you have several meetings with other dogs, and frequently their tail wagging one way is associated with a more friendly behaviour, and the right side is producing a less friendly behaviour, you respond on the basis of that experience.""","Er sagte: ""Wenn Sie mehrere Treffen mit anderen Hunden haben, und häufig ihr Schwanz wird mit einer einzigen Methode verbunden, und die richtige Seite ist, dass Sie ein weniger freundliches Verhalten hervorrufen, dann reagiert ihr auf der Grundlage dieser Erfahrung. ""","Er sagte: „Wenn man verschiedene Begegnungen mit anderen Hunden hat und das Wedeln mit dem Schwanz in eine Richtung eher mit freundlichem Verhalten verknüpft ist und die rechte Seite eher ein weniger freundliches Verhalten produziert, dann reagiert man auf Basis dieser Erfahrungen.“"
"""After all, people who have learned of the merits of the region during their studies often remain within the region, along with their acquired knowledge and skills, which contributes to the strengthening of the region,"" said the State Parliamentary President, expressing his thorough conviction.","""Schließlich sind die Menschen, die während ihres Studiums oft in der Region gelernt haben, und ihre erworbenen Kenntnisse und Fähigkeiten, die zur Stärkung der Region beitragen"", sagte der staatliche Präsident des Parlaments, der seine tiefe Überzeugung zum Ausdruck brachte.","""Denn wer schon während seines Studiums die Vorzüge der Region kennengelernt hat, bleibt mit seinem erworbenen Wissen und seinen Fähigkeiten oft der regionalen Wirtschaft erhalten, was zur Stärkung der Region beiträgt"", zeigte sich der Landtagspräsident überzeugt."
Proceedings initially mainly involved the reconstruction of the series of events on the night of the crime.,Die Verfolgung war zunächst vor allem der Wiederaufbau der Veranstaltungen in der Nacht des Verbrechens.,Zum Auftakt ging es vor allem um die Rekonstruktion der Abläufe in der Tatnacht.
Previous tobacco vaccines failed because they contained antibodies.,"Frühere Tabakimpfstoffe sind nicht gescheitert, weil sie Antikörper enthalten.","Frühere Tabakimpfstoffe schlugen fehl, weil sie Antikörper enthielten."
"Obviously, elective office isn't a predictable course, as the opposing political party and random events, such as the Newtown massacre, will shape our public conversation.","Offensichtlich ist das ein währungspolitisches Amt kein vorhersehbarer Kurs, da die gegensätzliche politische Partei und zufällige Ereignisse, wie das Sympathie-Massaker, unser öffentliches Gespräch prägen werden.","Offensichtlich ist das Abgeordnetenamt kein vorhersehbarer Kurs, da eine Oppositionspartei und zufällige Ereignisse wie das Newtown-Massaker die öffentliche Diskussion prägen."
"Fenton is animal mad - he loves horses, tractors and farms and has got two chickens which he looks after.","Fenton ist Tierverrückt - er liebt Pferde, Traktoren und Farmen und hat zwei Hühner, die er sich auch nach sieht.","Fenton ist verrückt nach Tieren – er liebt Pferde, Traktoren und Bauernhöfe und hat zwei Hühner, um die er sich kümmert."
"""I hope the president will listen to us, and we appeal to him to reject this bill and return it to the MPs,"" he said.","""Ich hoffe, der Präsident wird uns zuhören, und wir appellieren an ihn, diesen Gesetzesentwurf abzulehnen und ihn an die Parlamentskollegen zurückzugeben"", sagte er.","„Ich hoffe, der Präsident hört auf uns und wir appellieren an ihn, diesen Gesetzesentwurf abzulehnen und an das Parlament zurückzuschicken“, sagte er."
"Half a mashed, ripe banana, for example, can replace an egg as a binding agent in a cake.","Eine halbe, reife Bananen beispielsweise kann ein Ei als Bindemittel in einem Kuchen ersetzen.","Eine halbe zerdrückte, reife Banane zum Beispiel kann ein Ei als Bindemittel in einem Kuchen ersetzen."
Aircraft electronic device rules to stay in force in Australia for now,"Luftfahrzeug-Elektronik-Geräteregeln, die in Australien für jetzt in Kraft bleiben werden, für jetzt in Kraft bleiben,",Vorschriften zu elektronischen Geräten in Flugzeugen bleiben in Australien vorläufig in Kraft
"In tossing the horseshoe, it all comes down to accuracy.",Bei der Befestigung der Hufeisen kommt alles auf Genauigkeit hinab.,Beim Hufeisenwerfen kommt es auf die Zielgenauigkeit an.
"The announcement came as fighting raged Thursday in the town of Safira, which experts say is home to a chemical weapons production facility as well as storage sites, reported the Britain-based Syrian Observatory for Human Rights.","Die Ankündigung kam als Waffenoffizierin in Safira, die Experten sagen, ist Heimat einer chemischen Waffenproduktion und Lagerplätze, berichtete von der britischen Beobachtungsstelle für Menschenrechte.","Die Ankündigung kam zu einer Zeit, als am Donnerstag Kämpfe in der Stadt Safira stattfanden, von der Experten sagen, dass es hier eine Produktionseinrichtung für Chemiewaffen sowie Lagerstätten gebe, wie die in Großbritannien ansässige Syrische Beobachtungsstelle für Menschenrechte mitteilte."
It was only the second time he had competed with Toffee and we were all ecstatic when he won.,"Es war erst zum zweiten Mal, als er mit Toffee gewarnt hatte und wir alle kräftigten, als er gewann.","Es war erst das zweite Mal, dass er mit Toffee an einem Wettbewerb teilgenommen hatte, und wir waren alle begeistert, als er gewonnen hat."
"If you remain calm, your child usually will respond well.","Wenn Sie ruhig bleiben, wird Ihr Kind in der Regel gut antworten.","Wenn man ruhig bleibt, reagiert das Kind normalerweise gut."
"Faced with this overwhelming and match-determining performance, the third set was won following a somewhat tame and spiritless performance, for a final score of 3:0 (25:13, 25:14, 25:22).","Angesichts dieser überwältigenden und gleichzeitig bestimmten Leistung wurde der dritte Satz nach einer etwas zarten und sinnglosen Performance gewonnen, für eine Endnote von 3:0 (25:13, 25:14, 25:22).","Angesichts dieser erdrückenden und spielbestimmenden Leistung wurde dann der dritte Satz etwas lasch und lustlos zum 3:0-Endstand (25:13, 25:14, 25:22) gewonnen."
"Libertarians have joined environmental groups in lobbying to allow government to use the little boxes to keep track of the miles you drive, and possibly where you drive them - then use the information to draw up a tax bill.","Liber-Jong-Gruppen haben sich in Lobbygruppen versammelt, um der Regierung die kleinen Boxen zu verwenden, um die Überblendung der Meilen Sie fahren, und möglicherweise, wo Sie sie fahren - dann nutzen Sie die Informationen, um eine Steuerrechnung zu erstellen.","Libertäre haben sich mit Umweltgruppen verbündet und sprechen sich dafür aus, dass die Regierung die kleinen Boxen zum Aufzeichnen der gefahrenen Kilometer – und möglicherweise auch, wo sie gefahren wurden – verwenden und die Informationen dann für die Berechnung von Steuerbescheiden einsetzen kann."
"""However, it will not merely be a chronicle of Geisingen itself, but rather a printed work on the Geisingen of today, which now consists of Geisingen, Kirchen-Hausen, Leipferdingen, Aulfingen and Gutmadingen,"" said Mayor Walter Hengstler.","""Das wird jedoch nicht nur eine Chronik der Geisingen selbst sein, sondern eher eine gedruckte Arbeit an den Geisingen von heute, die jetzt aus Geisingen, Kirchen-Hausen, Leipferdingen, Aulfingen und Gutmen besteht. "" Aber es wird nicht nur eine Chronik von Geisingen, sondern auch eine gedruckte Arbeit, die heute aus Geisingen, Kirchen-Hausen, Leipzigern, Aulfingen und Grazie stammt.","""Es soll aber eine Chronik nicht nur von Geisingen selbst werden, sondern ein gedrucktes Werk über das Geisingen von heute, das eben aus Geisingen, Kirchen-Hausen, Leipferdingen, Aulfingen und Gutmadingen besteht"", so Bürgermeister Walter Hengstler."
"For 21 years, Georges Bwelle watched his ill father slip in and out of consciousness, traveling to hospitals that weren't equipped to help him.","Seit 21 Jahren beobachtete Georges Bwelle seinen schlechten Vater in und außerhalb des Bewusstseins, Reisen in Krankenhäuser, die nicht gerüstet waren, um ihm zu helfen.","21 Jahre lang sah Georges Bwelle mit an, wie sein kranker Vater immer wieder das Bewusstsein verlor und zu Krankenhäusern reiste, die nicht über die Mittel verfügten, um ihm zu helfen."
What happens with my e-mail when in transit?,"Was passiert mit meiner E-Mail, wenn im Transit?",Was passiert unterwegs mit meiner E-Mail?
He thwarted the police's investigation as much as possible to enable them to continue in their criminal activities.,"Er vereitelte die Untersuchung der Polizei so weit wie möglich, um ihnen in die Lage zu versetzen, ihre kriminellen Aktivitäten fortzusetzen.","Er wirkte den polizeilichen Ermittlungen soweit wie möglich entgegen, sodass sie weiterhin ihren kriminellen Aktivitäten nachgehen konnten."
Tourism: Descent to the Romans,Tourismus: Die Römer,Tourismus: Abstieg zu den Römern
One in 20 children in the United States now have food allergies.,Eine von 20 Kindern in den Vereinigten Staaten hat nun Lebensmittel Allergien.,Eines von 20 Kindern in den Vereinigten Staaten hat inzwischen eine Lebensmittelallergie.
The surplus is primarily due to higher trade tax income and the local authorities' contribution towards income tax.,Der Überschuss ist in erster Linie auf ein höheres Handelssteinkommen und den Beitrag der lokalen Behörden zur Einkommensteuer zurückzuführen.,Zu verdanken sei der Überschuss vor allem höheren Gewerbesteuereinnahmen und dem Gemeindeanteil an der Einkommenssteuer.
"Appearing before the court, the accused initially claimed that he was suffering from severe trauma after colleagues serving alongside him in Afghanistan had lost their lives in an explosion.","Die Anklage vor Gericht erklärte zunächst, er sei unter schweren Traumata zu leiden, nachdem ihn in Afghanistan mit ihm zusammen arbeitete, ihr Leben in einer Explosion verloren hatten.","Vor Gericht behauptete der Angeklagte zunächst, er leide unter einem schweren Trauma, nachdem Kollegen in Afghanistan neben ihm bei einer Explosion ums Leben gekommen seien."
"Operations are usually done in a schoolhouse, town hall or home; after the procedure, patients get up and walk to the recovery area to make way for the next person.","Die Betreuung erfolgt in der Regel in einem Schulhaus, Rathaus oder Haus; nach dem Verfahren erhalten die Patienten auf und laufen in die Wiederherstellungsfläche, um den nächsten Menschen Weg zu machen.","Die Operationen finden normalerweise in einer Schule, dem Rathaus oder einer Wohnung statt; nach dem Eingriff stehen die Patienten auf und gehen in den Erholungsbereich, um Platz zu machen für den Nächsten."
"It cannot justify the findings of a report that says the White House's efforts to silence the media are the ""most aggressive... since the Nixon Administration.""","Er kann die Ergebnisse eines Berichts nicht begründen, der die Bemühungen des Weißen Hauses zum Schweigen bringen die Medien ""häußerst aggressiv... seit der Regierung von Nixon"" sind.","Es rechtfertigt nicht die Ergebnisse eines Berichts, in dem es heißt, die Anstrengungen des Weißen Hauses zur Ruhigstellung der Medien seien die „aggressivsten... seit der Nixon-Regierung“."
"Psaki emphasised that Ströbele's comments were the views of a parliamentarian, and not those of a German government member.","Psaki betont, dass die Kommentare von Ströbele die Ansichten eines Parlamentsmitglieds und nicht die eines deutschen Regierungsmitglieds waren.","Psaki betonte, dass es sich bei Ströbeles Äußerungen um die eines Parlamentariers handele und nicht um die eines deutschen Regierungsmitglieds."
"""I would be curious what would happen if you were to measure Roberto Blanco,"" said Jumbo cynically.","""Ich würde mich neugierig machen, was passieren würde, wenn man Roberto Blanco messen würde"", sagte Jumboikalisch.","""Da bin ich gespannt, wenn ihr Roberto Blanco messt, was dann passiert"", so Jumbo zynisch."
Parents should not hesitate to get guidance from their pediatrician about how to talk with their child.,"Eltern sollten sich nicht zögern, ihre Kinderarbeit darüber zu beraten, wie man mit ihrem Kind redet.","Eltern sollten nicht zögern, sich von ihrem Kinderarzt beraten zu lassen, wie sie mit ihrem Kind sprechen sollten."
Cast your vote here or through your mobile device,"Schlagen Sie hier oder durch Ihre mobilen Geräte ab,",Stimmen Sie hier oder mit Ihrem Mobilgerät ab
"With a slender squad, the TSV Freudenstadt Herren I team (Men's First Team) stepped into the Schiller School Gymnasium in Reutlingen to face TG Gönningen of the Swabian Alb region.","Mit einer schlanken Mannschaft, der TSV Freudenstadt Herren I Team (Men's First Team) trat in Reutlingen in das Schiller-Schul-Schützen-ium ein, um vor Gönningen der Region Swabian Alb zu stürzen.",Mit einem schmalen Kader mussten die Herren I des TSV Freudenstadt in der Schiller-Schulturnhalle in Reutlingen gegen die TG Gönningen von der Schwäbischen Alb antreten.
"However, following the recent murder of Australian travel agent Michelle Smith in Phuket, Thailand may also be looking to repair its battered tourist image, leading to an acquittal.","Aufgrund der jüngsten Ermordung von Australian Reiseagent Michelle Smith in Phuket wird Thailand vielleicht auch die Reparatur seines geschädigten touristischen Bildes sucht, was zu einem Freiwilligen führt.","Allerdings ist es auch möglich, dass Thailand nach der kürzlichen Ermordung der Reisekauffrau Michelle Smith in Phuket bemüht sein könnte, sein angeschlagenes touristisches Image zu verbessern, und es deshalb zu einem Freispruch kommt."
"The movement is also bolstered by two former U.S. Transportation secretaries, who in a 2011 report urged Congress to move in the pay-per-mile direction.","Die Bewegung wird auch von zwei ehemaligen Generalsekretär der USA unterstützt, die in einem Bericht 2011 den Kongress aufgefordert haben, sich in die Entlohnung zu bewegen, die Entlohnung von Meilen zu bezahlen.","Die Bewegung wird auch von zwei früheren amerikanischen Verkehrsministern unterstützt, die in einem Bericht im Jahr 2011 den Kongress aufgefordert hatten, sich in Richtung meilenbasierter Abrechnung zu bewegen."
Douglas Kidd of the National Association of Airline Passengers said he believes interference from the devices is genuine even if the risk is minimal.,"Die Stärkung des Flugverbandes der Flugzeuge der Weltmeisterschaften, die er an die Einmischung der Geräte glaubt, ist echte, selbst wenn das Risiko minimal ist.","Douglas Kidd vom Passagierverband National Association of Airline Passengers sagte, er sei der Ansicht, die Störung durch die Geräte sei echt, auch wenn das Risiko minimal sei."
"""We are now in the Mikwe, a ritual Jewish bath,"" he explains.","""Wir befinden uns jetzt im Mikwe, einem Ritual jüdisches Bad"", erklärt er.","""Wir sind jetzt in der Mikwe, einem rituellen jüdischen Bad"", erklärt er."
The first test plane was unveiled in March and took flight for the first time in September after months of delays.,Die erste Testflugzeug wurde im März vorgestellt und nahm erstmals im September nach Monaten der Verspätungen Flugzeuge.,Das erste Testflugzeug wurde im März der Öffentlichkeit vorgestellt und flog nach monatelangen Verzögerungen erstmals im September.
"They then moved on to the Financial District, via Wall Street, to visit the 9/11 memorial.","Sie sind dann weiter zum Financial District, via Wall Street, zum Besuch der Gedenkstätte vom 9.11.",Anschließend ging es über das Finanzzentrum um die Wall Street zur Gedenkstätte des 11. Septembers.
"However, there is concern that small and medium-sized companies remain vulnerable to hacking and surveillance.","Es gibt jedoch Bedenken, dass kleine und mittlere Unternehmen weiterhin anfällig für Hacken und Überwachung sind.","Es besteht allerdings die Sorge, dass kleine und mittlere Unternehmen angreifbar gegenüber Hacking und Überwachung bleiben."
"Reports in Australia said that in the meantime, she was holidaying at the resort area of Krabi in Southern Thailand.","In Australien berichten, dass sie inzwischen im Urlaubsort Krabi im Süden Thailands Urlaub macht.","In australischen Berichten war zu lesen, dass sie in der Zwischenzeit im Ferienort Krabi in Südthailand Urlaub macht."
"During Obama's transition to office in 2008, he had an 82% approval rating.",Während Obamas Übergangszeit in das Amt hatte er 2008 82% Zustimmung.,"Als damals 2008 Obama ins Amt wechselte, hatte er Zustimmungswerte von 82 %."
"He wrote a 'Theology of the Computer' and questioned what separates humans from the machine, the creator from the creation.","Er schrieb eine ""Theology of the Computer"" und befragte, was vom Menschen vom Computer, dem Schöpfer der Schöpferin, trennt.","Er schrieb eine Theologie des Computers und fragte, was einen Menschen von einer Maschine unterscheidet, den Schöpfer von seinem Geschöpf."
"Syria has destroyed critical equipment for producing chemical weapons and poison gas munitions, the global chemical weapons watchdog said Thursday as fierce clashes raged in the country's north, close to one of the sites where toxic agents are believed to be stored.","Syrien hat kritische Ausrüstungen zur Herstellung von chemischen Waffen und Giftgas-Rückständen zerstört, sagte der weltweite Waffenaufsichtshof, der am Donnerstag als hartes Auseinanderdriften im Norden des Landes, in der Nähe einer der Standorte, wo giftige Stellen geglaubt werden sollen.","Syrien habe wichtige Einrichtungen zur Herstellung von Chemiewaffen und Gitftgasmunition zerstört, erklärte die globale Überwachungsgruppe für Chemiewaffen am Donnerstag, während es im Norden des Landes zu schweren Zusammenstößen in der Nähe eines der Standorte kam, an denen mutmaßlich giftige Substanzen gelagert werden."
They will be delivered to the nursery schools on an agreed day and should there be assembled/made use of directly by the helpers.,Sie werden an einen vereinbarten Tag an die Kindergartenassen geliefert und sollen zusammengeführt/Madeert werden von den Helfern.,Es wird am vereinbarten Tag in den Kindergarten geliefert und soll dann direkt von den Helfern verarbeitet werden.
As he went to turn right onto St. Töniser Straße he failed to see the 37-year-old's oncoming vehicle.,"Als er rechts abbiegte, verfehlte er nicht die 37-jährige Fahrzeugschirmgröße.","Als die nach links auf die St. Töniser Straße abbiegen wollte, übersah sie den entgegenkommenden Wagen des 37-Jährigen."
Teams can practice from 10:00 a.m.,Teams können ab 10:00 Uhr morgens üben.,Trainiert werden kann schon ab 10 Uhr.
"The two 33-year-olds found it ""beautiful, successful and funny"".","Die zwei 33-jährigen Galerie fand es ""sch�nk�, erfolgreich und komisch"".","""Schön, erfolgreich und witzig"", fanden die beiden 33-Jährigen."
"""We have to address the subject of municipal rates, as there are investments to be made in the coming years for which we could do with subsidies,"" commented Gerster regarding this matter.","""Wir müssen uns mit dem Thema der Siedlungsraten beschäftigen, da in den kommenden Jahren Investitionen getätigt werden müssen, für die wir mit Subventionen zu tun haben"", kommentierte Gerster zu dieser Frage.","""Das Thema Hebesätze müssen wir uns anschauen, da in den kommenden Jahren Investitionen anstehen, für die wir gerne Zuschüsse hätten"", kündigte Gerster in diesem Zusammenhang an."
"Since 2011, there has been successful collaboration in Wälderstadt between the Support Centre, the District Grammar School and the Vocational School Complex.","Seit 2011 ist die Zusammenarbeit in Wälderstadt erfolgreich zwischen dem Supportzentrum, der Distrikt Grammar School und dem Berufsschulen angeschlossen.","Seit 2011 existiert in der Wälderstadt eine erfolgreiche Zusammenarbeit zwischen Förderzentrum, Kreisgymnasium und Berufsschulzentrum."
"Further attractions on Sunday are the corn maze, the craft market and sheep shearing.","Weitere Attraktionen am Sonntag sind das Mais-Sicherheitsgewirr, der Kunsthand- und Schafsmarkt.","Weitere Attraktionen am Sonntag sind das Maislabyrinth, der Handwerkermarkt und das Schafscheren."
The performance received great applause and many words of praise from the audience.,Die Performance erhielt großen Beifall und viele Worte des Lobes von der Zuschauer.,Viel Applaus und viele lobenden Worten gab es vom Publikum für die Aufführung.
"Miller said the direct connection to Bulgaria, a member of the European Union, means geopolitical risks associated with transit countries are eliminated ""forever.""","Als direkter Anschluß an Bulgarien, ein Mitglied der Europäischen Union, bezeichnete ich Folgendes: ""Bürgerliche Risiken werden ""bewältig"".","Miller sagte, die direkte Verbindung nach Bulgarien, einem Mitglied der Europäischen Union, bedeute, dass die mit Transitländern verknüpften geopolitischen Risiken „für immer“ ausgeschaltet seien."
"On 2 November, when they play TV Baiersbronn, who managed a clear victory in Nagold, they will step onto the court to face a much stronger opponent.","Am 2. November, wenn sie TV Baiersbronn spielen, die einen klaren Sieg in Nagold verwalteten, werden sie auf das Gericht schrittweise auf einen viel stärkeren Gegner zu konzentrieren.","Da wird am 2. November mit dem TV Baiersbronn, der sich in Nagold klar durchsetzen konnte, ein wesentlich leistungsstärkerer Gegner auf dem Feld stehen."
"This environmental aspect was explained by Friederike Tribukait of the Department of Nature Conservation of the Freiburg Regional Council, following the greeting by Regional Councillor Tilman Bollacher, who had taken on the role of patron and wished the campaign every success.","Dieser Umweltschutz wurde von Friederike Tribukait von der Naturschutzabteilung des Regionalrats der Freiburg-Ratschow erklärt, der nach dem Begrücken des Regionalratstreits Tilmanacher, der die Rolle des Schutzgebietes übernommen und die Kampagne gewünscht hatte, die Kampagne zum Erfolg übernommen hatte.","Diesen ökologischen Aspekt erläuterte Friederike Tribukait von der Abteilung Naturschutz des Regierungspräsidiums Freiburg im Anschluss an die Begrüßung durch Landrat Tilman Bollacher, der die Schirmherrschaft übernommen hatte und der Aktion ein gutes Gelingen wünschte."
"Baroness Kramer said: ""Our goal for HS2 is for a truly national network that will bring the UK and its cities closer together.""","Baroness Kramer sagte: ""Unser Ziel für HS2 ist für ein wirklich nationales Netzwerk, das das Vereinigte Königreich und seine Städte näher bringen wird"".","Baroness Kramer sagte: „Unser Ziel für HS2 ist ein wirklich nationales Streckennetz, das Großbritannien und seine Städte näher zusammenbringt.“"
The conflict has forced some 2 million people to flee the country.,"Der Konflikt hat etwa 2 Millionen Menschen gezwungen, das Land zu fliehen.",Der Konflikt hat etwa zwei Millionen Menschen zur Flucht aus dem Land gezwungen.
But his next creation is set to be even more ambitious.,Aber seine nächste Schöpfung soll noch ehrgeiziger sein.,Doch seine neueste Schöpfung soll noch ambitionierter werden.
"The meeting point for his tours is the Cologne Tourism Service Centre, right at the cathedral.","Der Treffpunkt für seine Touren ist das Köln Tourismuszentrum, direkt am Dom.",Treffpunkt für seine Führungen ist das Service-Center von Köln-Tourismus direkt am Dom.
"""I no longer remember how a victory like that tastes,"" said Malmon, anticipating success for his team at VfL Fredenbeck II.","""Ich erinnere mich nicht mehr, wie ein Sieg wie dieser Geschmack,"" sagte Malmon, vorgeführten Erfolg für sein Team bei VfL Fredenbeck II.","""Denn ich weiß ja schon gar nicht mehr, wie so ein Sieg schmeckt"", erwartet Malmon ein Erfolgserlebnis von seiner Mannschaft beim VfL Fredenbeck II."
"The group that owns thousands of former Nortel patents filed a barrage of patent lawsuits on Thursday against cell phone manufacturers including Google, the company it outbid in the Nortel bankruptcy auction.","Die Gruppe, die Tausende von ehemaligen US-Patenten in Nortel besitzt, hat am Donnerstag gegen Handyhersteller, darunter Google, ein Gefängnis von Patentverhandlungen eingereicht, das Unternehmen, das es ausgestattet, in der Insolvenzversteigerung von Nortel.","Die Gruppe, die Tausende früherer Nortel-Patente besitzt, strengte am Donnerstag eine Lawine von Klagen wegen Patentverletzung gegen Handyhersteller an, darunter auch Google, das Unternehmen, das bei der Insolvenzversteigerung von Nortel von ihm überboten wurde."
"""You gradually develop an internal scanner and you know which symbols and logos you have to look out for"". Proctor has learned that ""it is sometimes better too take small steps rather than to stand still or stumble"".","""Sie entwickeln schrittweise einen internen Scanner und Sie wissen, welche Symbole und Logos Sie suchen müssen"".","""Nach und nach entwickelt man einen Scannerblick und weiß, auf welche Zeichen und Logos man zu achten hat ""Es ist manchmal besser kleine Schritte zu tun als stehenzubleiben oder zu stolpern"", weiß Proctor."
A tape of voicemails taken from her phone on at least three occasions was seized from Mulcaire's home in August 2006.,Ein Band der Tonband aus ihrem Telefon wurde mindestens drei Anlässe aus Mulcaire im August 2006 beschlagnahmt.,Ein Band mit Voicemails von ihrem Telefon von mindestens drei Anlässen wurde im August 2006 in Mulcaires Wohnung sichergestellt.
Bruce was born with a DSD that prevented his body from producing enough testosterone to properly develop his genitals.,"Bruce wurde mit einer DSD geboren, die seinen Körper daran hindert, ausreichend Test zu produzieren, um seine Genitalien ordentlich weiterzuentwickeln.","Bruce wurde mit einer DSD geboren, durch die sein Körper nicht genug Testosteron zur Entwicklung der Genitalien produzieren konnte."
"""I don't want animals to have to die for me,"" said Proctor, expressing the maxim of vegans, which applies to all their consumer behaviour.","""Ich will nicht, dass Tiere für mich sterben"", sagte Proctor, der die Maxime von Veganer, die für alle ihre Konsumverhaltens.","""Ich will nicht, dass Tiere für mich sterben müssen"", spricht Proctor die Maxime der Veganer aus, die sich auf das gesamte Konsumverhalten erstreckt."
"Her new album, ""Prism,"" debuted at No. 1 this week.","Ihr neues Album ""Prismus"", debütierte bei No. 1 dieser Woche.",Ihr neues Album „Prism“ landete auf Anhieb auf Platz 1 diese Woche.
I have been looking for a new home for my husband and myself for some time now.,Ich habe schon seit einiger Zeit ein neues Zuhause für meinen Mann und für mich gesucht.,Ich suche schon seit einiger Zeit eine neue Wohnung für meinen Mann und mich.
"Thus far, researchers know neither which physical laws applied in the initial moments after the Big Bang, nor what dark matter and dark energy consist of.","Bis jetzt wissen Forscher, welche physikalischen Gesetze in den Anfangsphasen nach dem ""Big Bang"" angewandt werden, auch nicht, wie dunkle Materie und dunkle Energie aussehen.","Bislang wissen die Forscher weder, welche physikalischen Gesetze in den ersten Sekundenbruchteilen des Urknalls gültig waren, noch woraus Dunkle Materie und Dunkle Energie bestehen."
"Eight years later it will reach Jupiter and will investigate the atmosphere of the planet as well as the icy moons Europa, Callisto and Ganymede.","Acht Jahre später wird Jupiter erreichen und die Atmosphäre des Planeten sowie der eisige Monde Europa, Callisto und Ganymede untersuchen.","Acht Jahre später erreicht sie Jupiter und soll die Atmosphäre des Planeten sowie die eisigen Monde Europa, Kallisto und Ganymed untersuchen."
