input,candidate,reference
"Warplanes attack a store of Russian missiles in the port city of Latakia, an official says.","Kriegsimpakteur russischen Raketen im Hafen der Stadt Lettland, einem offiziellen Satz.","Kampfflugzeuge greifen ein Depot russischer Raketen in der Hafenstadt Latakia an, wie offiziell verlautbart wurde."
"In various projects, they learned of the different tasks involved in Christian church life and attended the Youth Day in Untermachtal together.","In verschiedenen Projekten haben sie die verschiedenen Aufgaben erfahren, die sie in der christlichen Kirche und am Jugendstag in Untermacht zusammenführten.",In unterschiedlichen Projekten lernten sie dabei verschiedene Aufgaben des christlichen Gemeindelebens kennen und erlebten gemeinsam den Jugendtag in Untermachtal.
Many other details for a successful wedding were presented in the Domäne on Sunday.,Viele weitere Details für eine erfolgreiche Hochzeit wurden am Sonntag in der Domäne präsentiert.,Viele weitere Details einer gelungenen Hochzeit wurden am Sonntag in der Domäne präsentiert.
"In neighboring France, gender issues are still controversial, according to a news report on France 24.","In der Nachbarländer Frankreichs sind die Fragen der Geschlechter noch immer kontrovers, nach einem Bericht über Frankreich 24.","Im benachbarten Frankreich sind Geschlechtsthemen immer noch kontrovers, so eine Nachrichtenmeldung auf France 24."
"The body was found the following night in the village of Cerro Pelado, 15 kilometres to the north of the exclusive beach resort of Punta del Este.","Der Körper wurde im Dorf Cerro Pelado gefunden, 15 Kilometer nördlich des exklusiven Strandorts von Punta del Este.","Der Leichnam wurde in der folgenden Nacht in der Ortschaft Cerro Pelado, 15 Kilometer nördlich vom exklusiven Strandort Punta del Este aufgefunden."
"Revenue dropped 9 percent and its flying capacity shrank almost 13 percent in the first quarter, according to financial results released Wednesday by corporate parent Republic Airways Holdings Inc.","Die Rekordfluggesellschaft sank in den ersten Quartalen des Jahres 2007 um 9 Prozent und seine Kapazität zurück, um die Kapazität für Kapitalflüsse zu erhöhen.","Der Erlös ging um 9 Prozent zurück und die Flugkapazität schrumpfte knapp 13 Prozent im ersten Quartal, wie im Finanzbericht zu lesen ist, der am Mittwoch von dem Mutterkonzern, Republic Airways Holdings Inc., veröffentlicht wurde."
One hundred people were brought out of the building to safety.,Hunderttausende wurden aus dem Gebäude aufgebracht.,Hunderte Menschen wurden aus dem Gebäude in Sicherheit gebracht.
"Representatives for Samsung, Huawei, HTC and Rockstar could not immediately be reached.","Sony Ericsson, der sich für Samsung auszeichnet, wurde von der Band gegründet und wurde von der Band in der Schweiz gegründet.","Vertreter von Samsung, Huawei, HTC und Rockstar waren nicht unmittelbar erreichbar."
The company has upgraded its full year profit forecast and is looking to record earnings from holidaymakers in Australia and the United Kingdom.,"Das Unternehmen hat seinen vollen Gewinn erworben und sieht aus, dass die Urlauber in Australien und Großbritannien Erträgen ausgezeichnet werden.",Das Unternehmen hat seine Gewinnaussichten für das Gesamtjahr erhöht und erwartet Rekordeinnahmen von Urlaubern in Australien und Großbritannien.
I will follow the facts wherever they lead.,"Ich werde die Fakten, wo sie leiten, befolgen.","Ich folge den Fakten, in welche Richtung sie auch führen."
"With the support of the Sparkasse Zollernalb, Bauhaus will be providing the materials.",Mit der Unterstützung der Sparkasse Zollbew hält Bauhaus die Materialien.,Bauhaus stellt mit Unterstützung der Sparkasse Zollernalb das Material zur Verfügung.
"Only half a dozen of the President's closest advisers -- including Daley, former Obama campaign chief Jim Messina, and former White House senior advisers David Axelrod and David Plouffe -- knew the change was under consideration.","Nur ein halbes Dutzend Präsidenten der Präsidentenbewegung – darunter Daley, ehemaliger Premierminister Barack Obama-Kongresskampf und ehemaliger Weißes Senatorenberidung David Plouffeouffe -- wuschließen sich änderte.","Nur ein halbes Dutzend der engsten Berater des Präsidenten – einschließlich Daley, dem früheren Kampagnenleiter Obamas, Jim Messina, und der früheren leitenden Berater des Weißen Hauses, David Axelrod und David Plouffe – wussten über den angedachten Wechsel Bescheid."
"The two towers, measuring around 157 metres, extend into the heavens, making it Europe's second tallest church building.","Die beiden Türme, die Messen um 157 Metern, erweitern die Himmel, machen es Europas zweitgrößtes Gebäude.",Rund 157 Meter ragen die beiden Türme in den Himmel und machen ihn zum zweithöchsten Kirchengebäude Europas.
"And with an event, I am always only appealing to those who have expressed an interest in the special event.","Und mit einer Veranstaltung, die mich immer an diejenigen appellieren wird, die sich im besonderen Event interessieren.","Und mit einem Event spreche ich immer nur die an, die sich auch für das spezielle Event interessieren."
"However, in an interview, Bloom has said that he and Kerr still love each other.",Diese Woche wird ihm zum ersten Mal in der Welt gefeiert.,"In einem Interview sagte Bloom jedoch, dass er und Kerr sich noch immer lieben."
Mr Ditta has betrayed this trust and attempted to hide behind the veneer of his profession.,"Herr Ditta hat dieses Vertrauen verraten und versucht, sich hinter der Spitze seines Berufs zu verstecken.","Ditta hat dieses Vertrauen hintergangen und versucht, sich hinter der Fassade seines Berufs zu verschanzen."
The four musicians accompany with Cuban rhythms and guests at the bar at the same time.,Die vier Musiker begleiten mit kubanischen Rhythmen und Gästen gleichzeitig.,Die vier Musiker spielen Kubas Rhythmus dazu und sind zugleich Gäste der Bar.
I assure you innocent people are not being abused in this process.,"Ich versichere Ihnen, dass unschuldige Menschen in diesem Prozess nicht mißbrauchen.","Ich versichere Ihnen, dass die Rechte unschuldiger Personen in diesem Prozess nicht beeinträchtigt werden."
Television with standards?,Fernsehen mit den Normen?,Fernsehen mit Niveau?
"However, the reason for the desire to move is not arachnophobia, but rather the fear of not being able to manage the large number of steps up to their house, and inside their home in their old age, she explained.","Der Grund für den Wunsch, nicht arachlässig zu sein, ist jedoch nicht die Angst, dass man die große Anzahl von Schritten bis zu Haus und innen in ihrem Haus und in ihrem alten Alter, erklärt.","Der Grund ist allerdings keine Spinnenphobie, sondern die Sorge, im Alter die vielen Treppenstufen zum Haus und in der Wohnung nicht mehr bewältigen zu können, erklärt sie."
Pawnbrokers shine in Singapore as middle class feel the pinch,Pawnbrokers in Singapur als Mittelschicht fühlen sich die Punt,"Pfandhäuser boomen in Singapur, da die Krise in der Mittelschicht angekommen ist"
"In 2004, he visited the Cheijk-Zajed Hospital in Nouakchott in Mauritania for the first time.",2004 besuchte er das Klinik-Zajeded-Krankenhaus in Nouvel in Mauretanien zum ersten Mal.,Er selbst war im Jahr 2004 das erste Mal in Mauretanien im Cheijk-Zajed-Krankenhaus in Nouakchott.
"For men, suits with a waistcoat and neckerchief are most popular, although some people do choose cream or brown combinations.","Für Männer, die mit einer Taille und Halssohle am meisten passen, sind die meisten populär, obwohl manche Leute wählen oder braune Kombinationen aus Kombinationen.","Bei Herren dominiert der Anzug mit Weste und Plastron, aber es können auch cremefarbige oder braune Kombinationen gewählt werden."
"It is not just horses that can be found and admired on the grounds, but many other animals such as sheep, goats, cows and chickens as well.","Es ist nicht nur Pferde, die auf dem Gelände bewundert und bewundert werden können, sondern viele andere Tiere wie Schafe, Ziegen und Hühner.","Nicht nur Pferde, sondern auch viele weitere Tiere wie Schafe, Ziegen, Kühe und Hühner sind auf dem Gelände anzutreffen und zu bestaunen."
"On Saturday 26 October, this exceptional mass will be heard from 7.00 p.m. during the evening mass in the St. Marinuskirche Dunningen and on Sunday 27 October, from 10.15, at the service in the St. Johannes Baptistkirche in Lackendorf.","Am Samstag, den 26. Oktober, wird diese außergewöhnliche Massage von 7.00 Uhr während der Abendmassage in der St. Marinuskircheirche und am 27. Oktober, 10.15 Uhr im Dienst im Stadtkirchen Johanneskirche inircheirchefkirche inendorf in derendorf-Hauptstadt.","Am Samstag, 26. Oktober, wird diese außergewöhnliche Messe ab 19 während der Abendmesse in der St. Martinuskirche Dunningen und am Sonntag, 27. Oktober, ab 10.15 Uhr beim Gottesdienst in der St. Johannes Baptistkirche in Lackendorf zu hören sein."
An industry advisory committee created by the FAA to examine the issue recommended last month that the government permit greater use of personal electronic devices.,"Ein Beratungsausschuss, der von der FAA geschaffen wurde, um die Frage zu prüfen, wurde im letzten Monat empfohlen, dass die staatliche Genehmigung eine staatliche Nutzung von elektronischen Geräten ermöglicht.","Ein Beratungskomitee der Branche, das von der FAA zur Untersuchung dieses Themas ins Leben gerufen wurde, empfahl letzten Monat, dass die Regierung einen breiteren Einsatz persönlicher elektronischer Geräte erlaube."
"There are basic foodstuffs available everywhere, and every supermarket now has soya milk and other products.","Es gibt grundlegende Nahrungsmittel, und jeden Supermarkt hat jetzt überall Milch- und andere Produkte.",Grundnahrungsmittel gibt es schließlich überall und jeder Supermarkt hat mittlerweile Sojamilch und andere Produkte.
Morsi later travelled to Cairo University where he was to make his inauguration address.,"Mursiert später nach Cairo University, wo er seine Einwanderer zu machen beabsichtigte.","Später fuhr Mursi zur Universität von Kairo, wo er seine Antrittsrede halten sollte."
Montreal-based Bombardier also did not release any flight test data for its brand-new CSeries aircraft or offer an update on whether the plane will meet its ambitious schedule of going into commercial service by next September.,"Montreal-basierte Bombardier hat auch keine Flugdaten für ihre neue CSeries-Flugzeuge veröffentlicht und bietet eine Aktualisierung darüber an, ob das Flugzeug ihren ehrgeizigen Zeitplan im kommenden September nächsten Jahres erfüllen wird.","Bombardier mit Sitz in Montreal veröffentlichte auch keine Flugtestdaten für sein brandneues Flugzeug der CSeries und erteilte keine neuen Auskünfte darüber, ob das Flugzeug gemäß des ehrgeizigen Zeitplans im nächsten September in die kommerzielle Nutzung gehen könne."
Up until now he has only managed individual training.,Bisher hat er nur einzelne Trainingsstätten gehabt.,Bisher konnte er das nur individuell.
The recalled models were built between August 1 and September 10.,Die Erinnerungsmodelle wurden zwischen dem 1. August 1. September und dem 10. September gebaut.,Die zurückgerufenen Modelle wurden zwischen dem 1. August und 10. September hergestellt.
Mayor Ralph Gerster thanked Rothmund and its team for the good work.,Das Team von Ralph Gerster bedankte sich für die gute Arbeit.,Bürgermeister Ralph Gerster bedankte sich bei Rothmund und ihrem Team für die gute Arbeit.
He broke any resistance by means of violence and the issuing of threats.,Er brach jeglichen Widerstand durch Gewalt und die Ausgabe von Drohungen.,Widerstand pflegte er mit Gewalt und Drohungen zu brechen.
"All nurseries, day care centres and créches from across the entire Zollernalb district can become involved in the campaign.","Alle Kindergärten, Tages- und Kräftezentren aus der gesamten Zollbahnstrecke können sich im Kampf beteiligen.","Mitmachen bei der Aktion können alle Kindergärten, Kindertagesstätten und Kinderkrippen aus dem gesamten Zollernalbkreis."
The team's eye for the goal must be considerably improved.,Das Auge für das Ziel muss deutlich verbessert werden.,Auch die Chancenverwertung muss definitiv besser werden.
"And on closer observation, the everyday world does not appear quite so 'un-vegan' - and vegans are not quite as limited in their everyday lives as is commonly assumed.","Und auf einer näher beobachteten Betrachtung erscheint die tägliche Welt nicht so sehr so ""unverrückt"" - und Veganer sind nicht so begrenzt wie in ihrem Alltag, wie sie allgemein angenommen wird.",Und genauer betrachtet erscheint die Alltagswelt dann gar nicht so veganfremd wie vermutet - und der Veganer nicht so im Alltag eingeschränkt wie gemeinhin angenommen.
"In addition, the providers check whether it is nuisance or unwanted spam mail, which are deleted immediately or at least sorted into a spam folder.","Zusätzlich prüfen die Provider, ob es sich um eine unerwünschte oder unerwünschte Spam-Mails handelt, die sofort gelöscht werden oder zumindest nach einem Spam-Ordner sortiert werden.","Außerdem überprüfen die Provider, ob es sich um eine lästige und unerwünschte Spam-Mail handelt, die gleich gelöscht oder zumindest in einen Spam-Ordner wegsortiert wird."
"In so doing, Honeck thanked all those who had helped successfully manage the first Musikerhock.","Dabei hat Honeck allen allen gedankt, die erfolgreich die erste Musikerhockerhock verwalten hatten.","Honeck dankte in diesem Rahmen allen, die geholfen hatten, den ersten Musikerhock erfolgreich zu bewältigen."
"But when they spotted a tail veer predominantly to the left (again from the tail-swishing dog's point of view), their heart rates picked up and they looked anxious.","Aber wenn sie ein Schwanz vorwiegend bis zu der linken Seite (wiederholt von der Schwanz-Hund-Anhänger), deren Herzze gekrönt wurde und sie aufmerksam betrachteten.","War aber die Schwanzneigung vornehmlich nach links (wieder aus Perspektive des Hundes, der wedelt), so stieg ihre Herzfrequenz und sie sahen unruhig aus."
"In addition to this, on his train journey from Titisee-Neustadt to Freiburg, he experienced first-hand the efforts already undertaken to develop public transport.","Zusätzlich zu diesem Zug erfahren Sie von Titisee-Neustadt nach Freiburg, erfahren Sie in den bereits ersten Handlungsbemühungen, um den öffentlichen Nahverkehr zu entwickeln.",Außerdem erlebte er auf seiner Bahnfahrt von Titisee-Neustadt nach Freiburg die bereits unternommenen Anstrengungen für den Ausbau des öffentlichen Personennahverkehrs.
This is particularly interesting at a time when Nagold is set to do away with its maternity clinic.,"Dies ist besonders interessant in einer Zeit, in der Nagold mit seiner Mutterschaft Klinik verschwindet.",Besonders interessant in Zeiten in denen in Nagold die Geburtsklinik wegrationalisiert werden soll.
"Unfolding in 1760s France, it tells the grim story of Suzanne, a young aristocrat sent to a convent by her family.","Die Geschichte der Natur, die sich in den Jahren 1760-60 erstreckt, erzählt die scharfe Geschichte von Suzanne, einem jungen Adelsgeschoss, der von ihrer Familie ein Kloster geschickt wurde.","Die im Frankreich der 1760er Jahre spielende Handlung erzählt die ergreifende Geschichte von Suzanne, einer jungen Adligen, die von ihrer Familie ins Kloster geschickt wird."
"Once again, the W514 local association are organising this large exhibition.",Die Würde der Würde lokaler Verband organisiert diese große Ausstellung.,Erneut richtet der Ortsverein W514 diese große Ausstellung aus.
"We are proud of our performance, but we want to win every game.","Wir sind stolz auf unsere Leistung, aber wir wollen alle Spieler gewinnen.","Wir sind stolz auf unsere Leistung, aber wir wollen jedes Spiel gewinnen."
"Fearing Stockholm would pass him on to the US, he sought refuge at Ecuador's embassy in London on June 19, asking the South American country for political asylum.","Folgende Stockholm-Politik würde ihn in die USA übergeben, er suchte nach einer Botschaft in der Botschaft von Ecuador am 19. Juni, in der sie das Land politisches Asyl forderte.","Da er befürchtet, Stockholm werde ihn an die USA ausliefern, hatte er am 19. Juni in der ecuadorianischen Botschaft in London Zuflucht gesucht und das südamerikanische Land um politisches Asyl gebeten."
"Since 2010, Johanna Rahner has occupied a Chair for Systematic Theology in the Institute for Catholic Theology at the University of Kassel.",Seit 2010 besetzt Johanna Rahner einen Lehrstuhl für Systematik im Institut für Katholische Theologie an der Universität Kassel.,Seit 2010 hat Johanna Rahner einen Lehrstuhl für Systematische Theologie am Institut für Katholische Theologie der Universität Kassel inne.
Henne also mentioned a new mother and child hospital in Nouakchott,Henne hat auch eine neue Mutter und ein Kind im Nouakchott erwähnt.,Henne erwähnte auch ein neues Mutter-Kind-Krankenhaus in Nouakchott
"According to information from the Vegetarian Association, around 800,000 Germans currently have a vegan diet, i.e. a 100% vegetable diet.","Nach Informationen der Vegetarier der Vegetarier, etwa 800.000 Deutschen haben derzeit eine veganische Ernährung, d.h. eine 100% pflanzenschutzte Ernährung.","Nach Angaben des Vebu ernähren sich derzeit in Deutschland rund 800 000 Menschen vegan, also rein pflanzlich."
"Only several hundred supporters gathered outside the court to cheer the new president and, in a departure from the presidential pomp of the Mubarak years, traffic was only briefly halted to allow his motorcade through on the usually busy road linking the city centre with its southern suburbs.","Nur einige hundert Unterstützer, die außerhalb des Gerichtshofs anfingen, den neuen Präsidenten zu erobern, und in einer Abflugspalast der Mubarak-Jahre wurde der Verkehr nur kurz darauf eingestellt, sein Auto durch die gewöhnliche Straße, die die Stadt mit ihren südlichen Vororten verband, gestoppt.","Nur ein paar Hundert Anhänger hatten sich vor dem Gericht versammelt, um dem neuen Präsidenten zuzujubeln, und im Gegensatz zum präsidialen Prunk aus der Mubarak-Zeit wurde der Verkehr nur kurzzeitig angehalten, damit der Autokonvoi die üblicherweise belebte Straße überqueren konnte, die das Stadtzentrum mit den südlichen Vorstädten verbindet."
"At least 40 women attended the last women's breakfast of the year, in the Evangelical Parish of Bisingen.","Mindestens 40 Frauen besuchten die letzten Frauen des Frühstücks, in der Evangelischen Evangelischen Auswüchse von Bising.",Gut 40 Frauen besuchten das letzte Frauenfrühstück dieses Jahres in der evangelischen Kirchengemeinde Bisingen.
"Driver speeding at 130mph with hot drink between legs fined £1,000","Fahrzeuge mit einem heißen Getränk zwischen den Beinen zwischen den Beinen mit den Beinen zwischen den Beinen 1.000,- Euro.","Fahrer, der mit 210 km/h und heißem Getränk zwischen den Beinen gerast war, erhält 1.000 £ Strafe"
This was announced by the police in Burg.,Dies wurde von der Polizei in Burg.,Das teilte die Polizei in Burg mit.
"Journalist Ron Ben-Yishai, writing for daily newspaper Yedioth Ahronoth, emphasised that the Syrian regime had already previously attempted, in some cases successfully, to deliver ground to air missiles to Hezbollah.","Journalist Ron Ben-Yishai, Schreiben für Tageszeitung Yothothothoth, betonte, dass das syrische Regime bereits in einigen Fällen bereits versucht hatte, Boden-Luft-Raketen in die Hisbollah zu schaffen.","Der Journalist Ron Ben-Yishai betonte in der Tageszeitung Yedioth Ahronoth, dass das syrische Regime bereits früher, teils erfolgreich, versucht habe, Boden-Luft-Raketen an die Hisbollah zu liefern."
"Saturday evening saw the celebration of the tenth birthday of the organisation, which can already look back on impressive results.","Samstagabend sah die Feier des zehnten Geburtstages der Organisation, die schon auf beeindruckende Ergebnisse schon aussehen kann.","Am Samstagnachmittag wurde der zehnte Geburtstag des Vereins gefeiert, der schon beachtliche Erfolge aufweisen kann."
"""Hopefully you aren't afraid of spiders?"" asks Waltraud Ries, pointing out a large spider on the door frame.","""Hoffentlich befürchtet man nicht, dass Spinnenwolf Riesen fragt, zeigt eine große Spinne auf dem Türrahmen.","""Sie haben hoffentlich keine Angst vor Spinnen?"", fragt Waltraud Ries und zeigt auf eine fette Spinne am Türrahmen."
"A senior trader said that despite the huge volume of daily foreign exchange trading, the fragmentation of liquidity between different trading platforms and banks"" increasing use of their own internal platforms meant that ""you can start to get an impact on the market at quite small ticket prices.""","Ein Senior-Händler sagte, dass trotz des enormen Umfangs des täglichen Devisenaustauschs der Devisenhandel die Zersplitterung der Liquidität zwischen verschiedenen Plattformen und Banken zunehmender Nutzung ihrer eigenen internen Plattformen ""aus dem ganz kleinen Preisverkauf beginnen könnte"" wieder einmal einen Einfluss auf den Markt bringen können"".","Ein führender Händler bemerkte, dass trotz des enormen täglichen Volumens im Devisenhandel die Fragmentierung der Liquidität zwischen den verschiedenen Handelsplattformen und der zunehmende Einsatz eigener interner Plattformen durch Banken dazu führe, dass „man schon mit sehr geringen Ticket-Preisen den Markt beeinflussen kann“."
"He added: ""We're dealing in a new world where people are willing to blow themselves up.""","Er fügte hinzu: ""Wir haben es in einer neuen Welt zu tun, in der die Menschen bereit sind, sich selbst zu ernähren.""","Er fügte hinzu: „Wir haben es mit einer neuen Welt zu tun, in der Menschen bereit sind, sich selbst in die Luft zu sprengen.“"
"I have to live every day without seeing more grandchildren, and my daughters.","Ich muss jeden Tag leben, ohne mehr Enkelkind und meine Töchter.","Ich muss jeden Tag damit leben, dass ich keine weiteren Enkel bekommen werde und ich meine Töchter nie mehr sehen werde."
Borussia Dortmund announced that there would be serious consequences.,"Borussia Dortmund hatte bekannt gegeben, dass es ernste Folgen gäbe.",Borussia Dortmund kündigte daraufhin harte Konsequenzen an.
"Two YMCA employees charged with sex offences before allegations against Jonathan Lord, Royal Commission hears","Zwei Mitarbeiter der zwei Mitarbeiter der Zivilbevölkerung, die Geschlechtsverstöße gegen die Herrschaft von Lord, Lord, König der Kommission angeklagt wurden",Anhörung vor der Königlichen Kommission: Zwei YMCA-Mitarbeiter vor Anschuldigungen gegen Jonathan Lord wegen Sexualdelikten angeklagt
"A government discussion paper was released today as former Labor MP Maxine McKew slammed the government's rhetoric about foreign workers, saying it could offend Australia's neighbours.","Ein Gespräch über das Papier wurde heute als ehemalige Arbeiter-Papier-Arbeiter-Papier-Rolle der Regierung der Regierung über fremde Arbeitnehmer veröffentlicht, sagte sie, die Nachbarn Australiens könne sie veranlassen.","Heute wurde ein Diskussionsvorschlag der Regierung veröffentlicht, nachdem die frühere Abgeordnete der Labor-Partei, Maxine McKew, die Kommentare der Regierung im Hinblick auf ausländische Arbeitnehmer verurteilt hatte, weil diese von den Nachbarn Australiens als Beleidigung aufgefasst werden könnten."
"In addition, visitors will have the special opportunity to get to know the open air museum on a carriage journey drawn by Black Forest Chestnut horses.","Außerdem haben die Besucher die Möglichkeit, das Open-Air-Museum auf einer Beförderungsreise von Schwarzwald-Weine zu kennen.","Darüber hinaus haben die Besucher die besondere Gelegenheit, das Freilichtmuseum während einer Kutschfahrt mit Schwarzwälder Füchsen kennenzulernen."
"Regarding the issue of the finances of the individual parishes, the need for extensive discussion became evident.","Was die Frage der Finanzen der einzelnen Parallelen betrifft, so wurde offensichtlich die Notwendigkeit umfassender Diskussionen geweckt.",Bei der Frage nach den Finanzen der einzelnen Pfarrgemeinde zeigte sich dann erheblicher Gesprächsbedarf.
Some people can die because they are waiting.,"Manche Menschen sterben, weil sie warten.","Einige Menschen sterben sogar, weil sie warten müssen."
Airlines have been offering Wi-Fi use at cruising altitudes to passengers for several years.,Die Fluggesellschaften bieten eine Flugzeugnutzung an den Kreuzfahrtschiffen für mehrere Jahre.,"Fluglinien bieten Passagieren schon seit einigen Jahren Wi-Fi, wenn die Flughöhe erreicht ist."
"In the letter, Mr Snowden said he believed the support of the international community could persuade the US government to abandon criminal charges against him.","In dem Schreiben sagte Herr Snowden, dass er die Unterstützung der internationalen Gemeinschaft davon überzeugt sei, die US-Regierung davon zu überzeugen, ihnen gegenüber Strafgebühren aufzugeben.","In dem Brief schreibt Snowden, er sei davon überzeugt, dass die Unterstützung der internationalen Gemeinschaft die amerikanische Regierung davon überzeugen könne, die Anklage gegen ihn fallen zu lassen."
The intercepted conversations were characterised by a high level of aggression.,Die abgespeckten Gespräche waren durch ein hohes Maß an Aggression gekennzeichnet.,Die abgehörten Gespräche seien von hoher Aggression geprägt gewesen.
"They argue that luggage costs money to handle, and passengers who want the service should pay for it.","Sie argumentieren, dass Gepäckkosten Geld für diejenigen, die den Service wollen, dafür zahlen sollen.","Sie argumentieren, dass der Transport des Gepäcks Geld koste und Passagiere diesen Service bezahlen sollten, wenn sie ihn wünschten."
Kenyan lawmakers have been the target of public anger in the past.,Kenjan hat in der Vergangenheit das Ziel der öffentlichen Verärgerung gewesen sein.,Die kenianischen Gesetzgeber zogen schon in der Vergangenheit den öffentlichen Ärger auf sich.
They earn as much as teachers and can make a good living.,Sie verdienen so viel wie Lehrer und können einen guten Lebensunterhalt machen.,Sie verdienten so viel wie Lehrer und könnten gut davon leben.
"For US carriers, the impact of the ruling will vary from airline to airline and will depend on the age of their fleet.",Für US-Luftfahrtunternehmen wird der Auswirkungen der Entscheidung von der Airline zu Fluggesellschaft variieren und von der Flotte abhängen.,Die Entscheidung wirkt sich bei US-amerikanischen Gesellschaften je nach Alter der Flotte unterschiedlich aus.
The Narrenzunft Strohglonki (Strohglonki Fool's Guild celebration) begins on 8 February with an evening of traditional customs on the occasion of its 60-year anniversary/ The Harmonie Gutmadingen music association will turn 90 years old and on 29 March will hold a celebratory banquet and then from 1 to 4 May will be celebrating the Bezirksfest [District Music Festival].,"Die Narrenzunft von Narrenbach, die Gegenwart und die Natur sind auf der Suche nach einem guten Preis.","Die Narrenzunft Strohglonki beginnt am 8. Februar mit einem Brauchtumsabend anlässlich ihres 60-jährigen Bestehens, die Harmonie Gutmadingen wird 90 Jahre und hat am 29. März das Festbankett und feiert dann vom 1. bis 4. Mai das Bezirksmusikfest."
"""The gas tax is just not sustainable,"" said Lee Munnich, a transportation policy expert at the University of Minnesota.","""Die Gassteuer ist nicht nachhaltig"", sagte Leenich, ein Transport-Fach-Experte an der Universität von Minnesota.","„Die Benzinsteuer ist einfach nicht zukunftsfähig“, so Lee Munnich, ein Experte für Verkehrsgesetzgebung an der Universität von Minnesota."
"However, purchasing vegan products can be difficult to start with.",Aber die Einkaufs-Produkte können schwer zu beginnen.,Der Einkauf veganer Produkte könne aber zu Beginn etwas schwierig sein.
"Other committee members said there are only anecdotal reports from pilots to support that the devices can interfere with aircraft systems, and most of those reports are very old.","Andere Mitglieder des Ausschusses haben gesagt, es gibt nur Berichte von Piloten, die von den Piloten erstellt werden, dass sie sich mit Flugzeugen in die Luft einmischen, und die meisten dieser Berichte sind sehr alt.","Andere Komiteemitglieder sagten, es gebe nur vereinzelte Berichte von Piloten, die für eine Störung von Flugzeugsystemen durch die Geräte sprächen, und die meisten davon seien sehr alt."
"But, after the countless times in which I have found myself defending the Obama administration to colleagues and peers, I've reached a limit to the explanations that I can provide.","Aber nach den unzähligen Zeiten, in denen ich mich für die Regierung Obama-Mitglieder und Kollegen eingesetzt habe, habe ich eine Grenze für die Erläuterungen, die ich leisten kann, eingeführt.","Doch nachdem ich zahllose Male die Obama-Regierung gegenüber Kollegen und Bekannten verteidigt habe, bin ich mit meinen Erklärungsversuchen am Ende angelangt."
"With the construction of the Lower Saxony Bridge, Rhenus Midgard is continuing to focus on coal exports for power stations and is one of the major powers in this sector in Europe.",Mit dem Bau der Niedersachsen Brüssel setzt Rhen Midgard auch die Kohleexporte für die Exportkleidungen für Kraftwerke in diesem Sektor fort.,Mit dem Ausbau der Niedersachsenbrücke setzt Rhenus Midgard weiterhin auf den Kohleimport für Kraftwerke und ist auf diesem Sektor einer der Großen in Europa.
"YouGov polled over 1,000 business leaders, broadly representative of Britain's business sizes, sectors and regions.","Sie verwalten über 1.000 Geschäftsleute, die breitgefächerten Vertreter der britischen Geschäftspartner, die sich in den Bereichen Großbritannien, Sektoren und Regionen einigten.","YouGov befragte über 1.000 Führungskräfte aus der Wirtschaft, die in etwa die britischen Unternehmensgrößen, -sektoren und Regionen abbilden."
"Alongside brake van pulling with tractors,  there will also be a second contest at the agricultural autumn festival at Kaltenhof from 6 to 8 September.",Neben Bremszugmaschinen und Zugmaschinen wird es auch zum zweiten Wettbewerb im Herbst bei Kaltententenhof von 6 bis 8 September ein zweites Wettbewerb sein.,Neben dem Bremswagenziehen mit Traktoren gibt es beim landwirtschaftlichen Herbstfest auf dem Kaltenhof vom 6. bis 8. September noch einen zweiten Wettkampf.
"Unfortunately, in the event of unfavourable wind, they can be heard from far away - and as a result there have already been a number of complaints from people from the north of the town.",Leider können sie von weitem nicht weit entfernt gehört werden - und daraus folgt einige Beschwerden von Menschen aus der Nord-Oststadt.,Bei ungünstig stehendem Wind ist das leider weithin zu hören - und so gab es bereits einige Beschwerden von Leuten aus dem Stadtnorden.
"Rapes are almost part of everyday life in South Africa: There are around 64,000 reports of sexual assault every year.",Rändern sind fast ein Teil des Alltags in Südafrika: Es gibt rund 64.000 Berichte über sexuelle Übergriffe jedes Jahr.,Vergewaltigungen gehören in Südafrika schon fast zum Alltag: Jährlich gibt es etwa 64 000 Anzeigen wegen sexueller Gewalt.
For it is only if a sufficient number of educational places can be provided that the need for skilled workers can be covered.,"Denn nur sollte eine ausreichende Anzahl an Bildungsstätten gewährleistet werden, sofern die Bedürfnisse von Facharbeitern erfasst werden können.","Denn nur wenn ausreichend Ausbildungsplätze angeboten würden, könne auch der Fachkräftebedarf gedeckt werden."
"As such, the pair complement one another superbly.",Das Paar ergänzt sich dabei sehr gut.,So ergänzen sich die beiden einfach großartig.
He admitted cocaine possession at an earlier hearing.,Er hat einen Besitz in einem früheren Anhörungssystem.,Er gab bei einer früheren Befragung den Kokainbesitz zu.
Espresso fan,Spresso-Fan,Expressofan
"""This works out as the most logical alternative over the long term,"" he said.","""Diese Arbeiten sind die logischsten Alternative über den langfristigen Begriff"", sagte er.","„Das stellt die langfristig sinnvollste Alternative dar“, sagte er."
Tax on foreign property owners to burst London's bubble,Steuern ausländische Immobilienbesitzer in die Blase von London,Steuer für ausländische Immobilienbesitzer gegen Londons Spekulationsblase
"""He should be put in front of the firing squad,"" Ms Corteen told AAP.","""Er sollte vor den Schießstand gebracht"", sagte Corteeneen.","„Man sollte ihn vor ein Erschießungskommando stellen“, sagte Corteen gegenüber AAP."
